GenConBlf,VacConBlf,InfoPros_Analytic,InfoPros_Experiential,Aff_MMR,Aff_Cov,RskMsl,RskCov,RskMmrVac,RskCovVac,BnfMmrVac,BnfCovVac,VacIntMMR,VacIntCOV_Child,VacIntCOV_Self,HstMMR_inconfidence,HstMMR_risk,HstCov_risk,HstCov_inconfidence,AttdMMRVac,AttdMeasles,AttdCovVac,AttdCov19,SbjNrmMMR,BhvCtrlMMR,SbjNrmCov,BhvCtrlCov,Condition,Fact_others,Narrative_others,Hybrid_others,CaseNum,Progress,Duration__in_seconds_,Gender,Gender_5_TEXT,Ethnicity,Race,Race_7_TEXT,Religion,Religion_8_TEXT,PolIdeo,SlfPolIdeo,SlfPolIdeo_4_TEXT,age,marital,ChildNum,ChildNum_6_TEXT,ChildGen,ChildGen_1_TEXT,ChildGen_2_TEXT,ChildGen_3_TEXT,Income,Edu,Employ,States,Random_ID
3.666666667,3.142857143,5.2,3.6,2,1,4,4,2,4,2,2,2,3,2.5,3.428571429,2.5,4,3.142857143,2.5,2.6,3.333333333,3.8,2.5,3,2.5,2.5,Hybrid,0,0,1,308,100,1121,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,8919
3.266666667,3.428571429,4.4,3.8,3,4,3,4,3,3,3,4,3,3,3,2.428571429,3.5,3.5,2.714285714,2.833333333,4,3.333333333,3.6,3.5,3.5,3.5,4.5,Control,0,0,0,309,99,1123,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Conservative,Independents, ,31-40 years old,Married,2, ,Female, ,1, ,"$90,000 - $99,999","Doctorate (e.g. PhD, EdD)",Employed full time (40 or more hours per week),Texas,99918
1.733333333,2.142857143,4.4,1.8,3,3,2,2,2,2,3,2,3.5,3,3,2.857142857,2.5,3,3.142857143,3.5,2.6,3.5,3,3.5,3.5,3,4.5,Fact,1,0,0,310,100,1124,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,2, ,Male,2, , ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Minnesota,65755
3.8,4.857142857,6.2,1.2,4,4,4,4,2,2,4,4,4,4.5,4.5,1.428571429,1.5,2,1.142857143,4,4.6,4,4.2,5,4.5,4.5,5,Narrative,0,1,0,311,100,1127,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Buddism, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,1, ,Male,1, , ,"$40,000 - $49,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),New York,50843
2,1.857142857,5.8,2,4,3,4,4,2,3,3,3,3,3,3,2.428571429,3,3.5,3,3.5,3.4,3.166666667,4.2,3.5,4,3,4,Fact,1,0,0,312,100,1129,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Neither liberal nor conservative,Independents, ,31-40 years old,Widowed,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),Maine,95708
3.533333333,3.428571429,6.8,3.4,5,3,3,4,1,4,5,3,5,1.5,2.5,1.857142857,3,2.5,3.714285714,3,2.8,3,2.8,4,4,2.5,2,Fact,1,0,0,313,100,1130,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Conservative,Independents, ,21-30 years old,Married,2, ,Male,1, , ,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Indiana,81828
3.933333333,4.714285714,7,3,4,2,2,4,3,3,3,3,3.5,4,4,2.285714286,5,4,2.285714286,2.833333333,3.8,3,3.4,4.5,4.5,4.5,4.5,Fact,1,0,0,314,100,1135,Female, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Hinduism, ,Conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Unable to work,Arizona,79176
3.733333333,3.428571429,4.8,4.4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Narrative,0,1,0,316,100,1136,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Married,1, ,Male,1, , ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Alaska,10523
4.6,5,5.4,2,4,1,4,2,2,4,4,1,4,1,1,2.571428571,4,4,5,3.666666667,3.2,2,3.2,3.5,4.5,3,3,Narrative,0,1,0,315,100,1136,Female, ,Hispanic or Latino or Spanish origin,Two or more, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Partnered,4, ,Male,2, , ,"$10,000 - $19,999","Some college, no degree",Unemployed and currently looking for work,New Jersey,2015
4.8,4.428571429,4.4,3.2,4,2,2,2,2,2,3,3,4,4,4,2,3.5,3.5,2,3.166666667,3.8,3.166666667,3.8,3.5,4,3.5,3.5,Fact,1,0,0,317,100,1144,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),Rhode Island,76147
2.8,3.857142857,6.4,1.6,4,4,4,4,2,3,5,3,3.5,3.5,3,1.714285714,1.5,3.5,2.428571429,4.333333333,4.2,3,4.4,3.5,4.5,2,3.5,Narrative,0,1,0,318,100,1146,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Partnered,2, ,Male,2, , ,"$80,000 - $89,999","Some college, no degree",Employed full time (40 or more hours per week),Pennsylvania,67147
4.357142857,4.428571429,5.4,3.4,3,2,4,2,3,4,3,1,3,2,2,2.714285714,3.5,4,3.428571429,3.166666667,3.6,3.166666667,2,3,4,2,3,Fact,1,0,0,319,100,1150,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,41-50 years old,Married,2, ,Male,1, , ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Florida,9742
1,2,5,2.6,4,4,2,2,1,1,4,4,4,4,4,2,3,3,2,3.333333333,3.2,3.666666667,3.6,4,4,4,4,Narrative,0,1,0,320,100,1153,Female, ,NOT Hispanic or Latino or Spanish origin,American Indian or Alaska Native, ,Hinduism, ,Liberal,Republicans, ,31-40 years old,Married,2, ,Male,2, , ,"More than $150,000","Professional degree (e.g., MD, DDS, DVM)",Employed part time (up to 30 hours per week),Minnesota,97063
3.333333333,3.142857143,6.2,1.2,5,5,4,4,1,1,5,5,5,5,5,1.142857143,3,4.5,1.428571429,4,3.8,4,4.4,5,5,4,4,Hybrid,0,0,1,321,100,1153,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,21-30 years old,Married,1, ,Female, ,1, ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),North Carolina,51580
4.2,4.428571429,6,2.6,4,3,4,3,2,4,5,2,4.5,4,2,2.285714286,3.5,4,2.857142857,3,4.6,2.333333333,4.2,4,2.5,2,3,Fact,1,0,0,322,100,1155,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Independents, ,41-50 years old,Married,3, ,Female, ,3, ,"$40,000 - $49,999","Some college, no degree",Employed full time (40 or more hours per week),Ohio,23485
3.066666667,3,6.2,3.8,3,2,3,4,3,3,2,3,2.5,3,3,2.714285714,3.5,3.5,2.571428571,2.333333333,2.4,4.166666667,2.6,2.5,2.5,3,1.5,Narrative,0,1,0,323,100,1159,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Liberal,Republicans, ,21-30 years old,Married,1, ,Male, , , ,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New Jersey,25399
1.066666667,2.285714286,4.6,3,4,3,4,4,2,3,3,3,4,4,4,1.857142857,3,3.5,2.142857143,3.333333333,4.2,4,3.8,4,4,4,4,Narrative,0,1,0,324,100,1161,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Liberal,Republicans, ,21-30 years old,Married,1, ,Male,1, , ,"$20,000 - $29,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,25880
3.266666667,3.714285714,6.2,4.4,3,2,3,4,2,3,2,3,3,3,3,2.428571429,2.5,2,3.142857143,2.5,3.2,3.833333333,3,2,2.5,3.5,2,Hybrid,0,0,1,325,100,1162,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Conservative,Democrats, ,31-40 years old,Married,1, ,Male, , , ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Nevada,69866
4.8,3.714285714,7,1.4,3,2,2,2,2,3,2,2,2,2,2,2.285714286,3,4,3.142857143,3.166666667,3.4,3,2.8,2.5,3,3.5,3,Control,0,0,0,326,100,1176,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Georgia,87920
3,3,4,4,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hybrid,0,0,1,327,100,1181,Female, ,Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Very liberal,Democrats, ,21-30 years old,Partnered,1, ,Male,1, , ,"Less than $10,000",High school degree or equivalent (e.g. GED),Student,California,63025
3.4,2.428571429,4.4,4.8,3,4,3,4,2,1,3,4,3,3,4.5,3,3,3,2.714285714,3.166666667,3.4,3,3.25,3.5,2,1,3,Narrative,0,1,0,328,99,1194,Male, , ,Asian, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,1, ,Female, , , ,"Less than $10,000","Professional degree (e.g., MD, DDS, DVM)", , ,48367
4.6,5,4,5.4,1,1,4,4,4,4,1,1,1,1,1,4.857142857,5,5,5,2.333333333,2.2,1.666666667,2.4,1,3,1,3,Narrative,0,1,0,329,100,1203,Male, ,NOT Hispanic or Latino or Spanish origin,Two or more, ,Atheist, ,Very liberal,Independents, ,31-40 years old,Married,1, ,Female, , , ,"$80,000 - $89,999","Doctorate (e.g. PhD, EdD)",Employed full time (40 or more hours per week),Florida,73584
3.733333333,3.857142857,5.2,4.2,4,4,3,3,3,3,3,3,4,3.5,3.5,2.142857143,3.5,4,2.571428571,2.666666667,3.2,3.333333333,3.4,3.5,3.5,3.5,3,Control,0,0,0,330,99,1204,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,1, ,Female, ,1, ,"$20,000 - $29,999","Some college, no degree",Employed full time (40 or more hours per week),Washington,75982
3.933333333,3,4.4,1.4,4,2,2,2,2,3,3,2,4,1,1,1.428571429,3,5,3.857142857,3.666666667,2.8,2.333333333,3.4,4.5,3.5,2,4,Fact,1,0,0,331,100,1205,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,31-40 years old,Married,2, ,Female, , , ,"$20,000 - $29,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),New York,53868
4.066666667,4,5.8,5.2,5,4,4,4,3,4,5,4,4.5,4.5,4.5,1.285714286,3.5,4,1.285714286,2,4.2,2.333333333,3.6,4.5,5,4.5,5,Narrative,0,1,0,332,100,1206,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,31-40 years old,Married,2, ,Male,1, , ,"$50,000 - $59,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Maryland,34762
4.266666667,4.857142857,6.8,1.6,2,1,3,2,4,4,2,1,1,1,1,4.714285714,4,3,5,2,1.2,2,2.8,1,3,1,3,Control,0,0,0,333,100,1209,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Buddism, ,Conservative,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$70,000 - $79,999","Some college, no degree",Employed full time (40 or more hours per week),Mississippi,32152
4.866666667,4.857142857,5.4,2.2,3,1,3,1,3,4,3,1,3,1,1,3.142857143,5,4,5,3,3.2,1.666666667,2.2,3,4,1,3,Fact,1,0,0,334,100,1212,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Republicans, ,31-40 years old,Married,3, ,Female, ,3, ,"$40,000 - $49,999","Some college, no degree",Unemployed and currently looking for work,Florida,20064
1.4,3.142857143,4,3.2,3,2,2,2,2,3,3,2,3,3,2.5,3.428571429,3.5,3.5,3.571428571,3.166666667,4,3.166666667,3.4,4.5,3,4,3,Control,0,0,0,335,100,1213,Female, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Agnostic, ,Very conservative,Republicans, ,21-30 years old,Partnered,2, ,Female, ,2, ,"Less than $10,000","Professional degree (e.g., MD, DDS, DVM)",Employed full time (40 or more hours per week),New York,63396
3.6,2.714285714,6.4,4.6,5,4,4,4,2,3,5,4,5,4.5,4.5,1.142857143,3.5,4,1.571428571,4.166666667,3.6,3.5,4.8,5,4.5,4.5,4.5,Hybrid,0,0,1,336,100,1213,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Liberal,Democrats, ,41-50 years old,Married,2, ,Female, ,2, ,"$60,000 - $69,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Florida,69651
3.6,4,5.8,4.6,4,3,3,3,3,2,4,4,4,4,3,1.857142857,4,4,2.142857143,2.5,3.4,2.833333333,3.4,4.5,4.5,4,4.5,Hybrid,0,0,1,337,100,1222,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Republicans, ,31-40 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed part time (up to 30 hours per week),California,5510
3.666666667,3.714285714,3.8,3.6,4,3,4,3,3,4,3,3,3.5,3.5,3,2.714285714,3,4.5,3,2.833333333,3.4,2.833333333,3,3.5,4,3.5,3.5,Fact,1,0,0,338,100,1223,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,1, ,Male,1, , ,"$30,000 - $39,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,43606
2.8,4,5.4,4.6,4,3,3,1,3,3,3,5,3.5,3.5,4.5,2.142857143,2.5,1.5,2.714285714,3.666666667,3,2.166666667,3.8,2,3,4,2,Narrative,0,1,0,339,100,1224,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Judaism, ,Conservative,Republicans, ,21-30 years old,Married,1, ,Female, ,1, ,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Self-employed,New Jersey,38653
3.6,4,5.4,2.6,4,2,2,3,2,2,4,3,3,4,3.5,2,3.5,4,3,3.333333333,3.2,3,3.6,3.5,4,3,4,Control,0,0,0,340,100,1224,Male, ,Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Liberal,Independents, ,21-30 years old,Married,1, ,Male, , , ,"Less than $10,000","Some college, no degree",Employed full time (40 or more hours per week),New York,43967
4.266666667,5,4.6,2.8,1,1,2,3,4,4,1,1,1,1,1,4.857142857,4,5,5,2,2.2,1.666666667,2.6,1,3,1,3,Fact,1,0,0,341,100,1240,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Partnered,1, ,Male,1, , ,"Less than $10,000","Some college, no degree",Unemployed and currently looking for work,California,21056
3.866666667,4.428571429,7,3.6,1,1,4,4,1,4,1,1,1,1,1,5,4,4,5,3.166666667,2.6,1.666666667,4.2,1,3,1,3,Hybrid,0,0,1,342,100,1240,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,21-30 years old, ,1, ,Female, ,1, ,"$30,000 - $39,999","Associate degree (e.g. AA, AS)",Unable to work,Indiana,79933
4,3.714285714,5.2,4,3,2,3,4,2, , ,2,2.5,2.5,2,3,4.5,4,3.714285714,3,3.4,2.166666667,3.4,2.5,4,1.5,4,Fact,1,0,0,343,100,1242,Female, ,NOT Hispanic or Latino or Spanish origin,Two or more, ,Catholicism/Christianity, ,Neither liberal nor conservative,Independents, ,18-20 years old,Partnered,1, ,Male,1, , ,"$30,000 - $39,999","Associate degree (e.g. AA, AS)",Unemployed and currently looking for work,Florida,51991
4.466666667,4.714285714,6.6,1.8,5,4,4,4,1,2,5,3,5,4,4,1,1.5,3,1.428571429,4,3.8,3.166666667,3.8,5,3.5,3,4,Hybrid,0,0,1,344,100,1247,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Liberal,Democrats, ,31-40 years old,Married,2, ,Female, ,2, ,"$40,000 - $49,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Florida,1076
4.133333333,4.571428571,7,2.8,4,2,4,4,3,3,5,3,3,3,3,1.428571429,3.5,5,2,3.166666667,4.8,3.166666667,4.6,5,5,4.5,4.5,Narrative,0,1,0,345,100,1252,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Conservative,Democrats, ,41-50 years old,Married,2, ,Male,2, , ,"Less than $10,000","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Florida,44900
5,5,6.6,2.2,1,1,4,1,4,4,2,1,1,1,1,5,5,5,5,2,3.8,1,2.6,2,3,2,3,Narrative,0,1,0,346,100,1255,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Independents, ,41-50 years old,Married,1, ,Male,1, , ,"$70,000 - $79,999","Associate degree (e.g. AA, AS)",Self-employed,Illinois,41878
1.666666667,3.285714286,6.4,2.6,5,4,2,4,2,3,5,4,4.5,4.5,4.5,1.571428571,4,5,1.428571429,2.5,3.8,3.5,3.8,4.5,4,4.5,4.5,Hybrid,0,0,1,347,100,1261,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Democrats, ,21-30 years old,Married,1, ,Female, ,1, ,"$100,000 - $149,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),North Carolina,69305
4.333333333,4,3.4,3.2,3,1,4,3,4,4,3,3,3,1,1,3.285714286,4,4,3.714285714,2.833333333,3.8,2.666666667,3.6,3,3.5,3,3.5,Hybrid,0,0,1,348,100,1269,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Other:,Spiritual,Liberal,Independents, ,21-30 years old,Partnered,3, ,Female, ,1, ,"$60,000 - $69,999",High school degree or equivalent (e.g. GED),Employed part time (up to 30 hours per week),Virginia,2733
2.733333333,3.714285714,5.8,1.4,2,1,2,1,3,2,3,1,2,2,1.5,3.428571429,3.5,3.5,3.714285714,3.166666667,3.4,3.5,2,2.5,3.5,1,4,Control,0,0,0,349,100,1295,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Atheist, ,Very liberal,Independents, ,21-30 years old,Partnered,2, ,Female, ,1, ,"$30,000 - $39,999","Some college, no degree",Self-employed,Florida,91372
4.533333333,5,6.6,1.2,4,4,4,4,4,3,4,4,2.5,3.5,4,1.428571429,4.5,5,1.571428571,2.666666667,4,2.833333333,4,5,5,5,5,Control,0,0,0,350,100,1298,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New York,52859
1.8,1,6.6,2.6,5,4,4,4,1,1,5,5,5,5,5,1.142857143,2,2,1.428571429,3.666666667,4.4,4.5,5,5,4.5,5,5,Narrative,0,1,0,351,100,1299,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very liberal,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$100,000 - $149,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),California,27255
3.333333333,3.571428571,5.2,4.6,4,4,4,4,3,4,4,3,4,2.5,2,2.571428571,3,3,2.285714286,2.833333333,3.6,2.666666667,3.6,4,4,3.5,4,Hybrid,0,0,1,352,100,1304,Female, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Conservative,Republicans, ,41-50 years old,Married,2, ,Male,2, , ,"$70,000 - $79,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Georgia,18371
1.933333333,1,7,1.2,5,3,3,4,1,3,5,3,5,2.5,2,1,1,5,3.857142857,4.833333333,3,1.666666667,4.2,4,5,3,3,Narrative,0,1,0,353,100,1307,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Hinduism, ,Liberal,Democrats, ,31-40 years old,Married,1, ,Female, , , ,"$60,000 - $69,999","Master's degree (e.g., MA, MS, MEd)",Self-employed,California,11064
3.466666667,3.714285714,5,2.6,3,2,3,3,4,3,3,2,2,2,2,3.571428571,3,3.5,3.857142857,2.833333333,2.8,2.5,3.2,2,2,2,3.5,Hybrid,0,0,1,354,100,1308,Female, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Independents, ,21-30 years old,Married,1, ,Female, ,1, ,"$50,000 - $59,999","Professional degree (e.g., MD, DDS, DVM)",Employed part time (up to 30 hours per week),California,77020
3.066666667,3,7,2.6,5,4,4,4,2,2,4,4,3.5,4.5,5,1.142857143,4,3.5,1.857142857,3.5,4,3.666666667,4.2,5,5,3,3.5,Fact,1,0,0,355,100,1310,Male, ,NOT Hispanic or Latino or Spanish origin,Black or African American, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,41-50 years old,Married,Other:,6,Male, , , ,"$20,000 - $29,999",High school degree or equivalent (e.g. GED),Unemployed and currently looking for work,Texas,74408
2.333333333,4.142857143,6.2,2.2,4,2,4,4,2,4,4,2,4.5,1,1,1.857142857,1.5,4,4,3.333333333,4.2,2.333333333,4.4,4,4.5,1,3,Hybrid,0,0,1,356,100,1314,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Conservative,Democrats, ,31-40 years old,Married,2, ,Male,2, , ,"$80,000 - $89,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New Jersey,38966
2.933333333,3.142857143,4.6,3.6,2,3,2,4,3,4,4,2,2,4,2.5,2.714285714,2,2.5,3.428571429,2.333333333,2.2,3.166666667,3,3,4,2.5,1,Narrative,0,1,0,357,100,1327,Male, ,NOT Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,31-40 years old,Partnered,Other:,0,Other, , ,0,"$50,000 - $59,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Georgia,25489
4.333333333,3.857142857,5.6,3.2,2,2,4,4,4,4,2,3,2.5,2.5,2.5,3.571428571,4.5,4,4,2.333333333,2.4,2.333333333,3.4,2,3,1.5,3,Control,0,0,0,358,100,1335,Male, ,Hispanic or Latino or Spanish origin,Asian, ,Catholicism/Christianity, ,Conservative,Democrats, ,31-40 years old,Married,1, ,Male,1, , ,"$20,000 - $29,999","Associate degree (e.g. AA, AS)",Self-employed,Kansas,24015
3.6,3.571428571,5.2,5,4,3,4,4,3,4,3,4,3,3,3,2.714285714,4,3.5,2.571428571,2.833333333,3.4,3,3.2,4,3,3.5,3.5,Control,0,0,0,359,100,1356,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Neither liberal nor conservative,Democrats, ,21-30 years old,Married,1, ,Female, ,1, ,"$90,000 - $99,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),Alaska,4361
3.533333333,4,5.2,3.6,2,4,4,4,4,2,2,5,3,4.5,5,2.285714286,3.5,3.5,1.285714286,2.333333333,3.8,3.5,4.6,3,2,4.5,5,Narrative,0,1,0,360,100,1364,Male, ,Hispanic or Latino or Spanish origin,Caucasian or White, ,Islam, ,Liberal,Democrats, ,21-30 years old,Married,2, ,Male,2, , ,"$50,000 - $59,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),New York,3687
3.333333333,3.857142857,6.4,2,2,3,4,4,3,3,3,3,3.5,4,2,2.428571429,3,3,3.428571429,2.833333333,3.8,2.333333333,4.6,3.5,3.5,4,3,Hybrid,0,0,1,361,100,1364,Female, ,Hispanic or Latino or Spanish origin,Two or more, ,Agnostic, ,Conservative,Republicans, ,21-30 years old,Married,2, ,Male,2, , ,"$70,000 - $79,999","Associate degree (e.g. AA, AS)",Self-employed,California,2509
3.666666667,3.857142857,4.8,5,3,4,2,2,2,3,4,3,3.5,3.5,4,2.142857143,3,3.5,1.857142857,2.5,4,3.166666667,4,4,3.5,3,3.5,Fact,1,0,0,362,100,1369,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Democrats, ,21-30 years old,Married,1, ,Male,3, , ,"$70,000 - $79,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),Indiana,94554
3.733333333,3.857142857,5.6,4.6,4,5,3,3,2,3,4,3,3.5,3.5,4.5,2.142857143,4,3.5,2,2.5,3.6,2.666666667,3.2,2,4,3.5,4.5,Narrative,0,1,0,364,100,1379,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Liberal,Democrats, ,21-30 years old,Married,1, ,Male,1, , ,"$10,000 - $19,999","Bachelor's degree (e.g. BA, BS)",Employed full time (40 or more hours per week),New Mexico,90389
3.4,3.142857143,4.2,4.8,3,4,3,3,4,3,4,3,3,3,3.5,2.714285714,3.5,3.5,2.285714286,2.166666667,3.2,2.666666667,3.4,3.5,3,3,4,Control,0,0,0,365,100,1385,Female, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Catholicism/Christianity, ,Very conservative,Republicans, ,21-30 years old,Married,1, ,Female, ,1, ,"$90,000 - $99,999","Master's degree (e.g., MA, MS, MEd)",Employed full time (40 or more hours per week),California,44707
4,3.714285714,5.6,2.8,3,1,2,2,2,4,2,1,2.5,1.5,1.5,2.857142857,3.5,3.5,3.142857143,2.833333333,3,3,3.4,3.5,4,3,3.5,Control,0,0,0,366,100,1390,Male, ,NOT Hispanic or Latino or Spanish origin,Caucasian or White, ,Agnostic, ,Liberal,Independents, ,31-40 years old,Partnered,2, ,Male,2, , ,"$60,000 - $69,999","Some college, no degree",Self-employed,Texas,27708
